Age,Gender,Country,AppliedAmount,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,DebtToIncome,FreeCash,PlannedInterestTillDate,Status,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan
46,1,0,1500,1500,35,18,113,5,3,1,1,3,4,7,1,850,0,0,0,0,0,0,850,5,809,52,16,479,0,1,1000,619,1500,1
46,0,0,1600,1600,26,60,53,0,3,1,0,3,6,13,4,678,0,0,0,0,0,0,678,3,522,48,102,730,0,0,0,0,1600,1
27,1,1,3000,3000,31,60,105,7,4,3,1,3,6,9,2,1089,0,0,0,0,0,0,1089,6,828,36,338,3000,0,1,6450,991,7035,2
25,0,0,500,500,32,6,92,5,4,2,0,3,1,11,6,550,0,0,0,0,0,0,550,2,365,16,207,46,0,0,0,0,500,1
29,0,0,8290,5965,18,60,229,0,4,2,0,3,1,8,4,765,0,0,0,0,0,0,765,11,651,63,26,3404,0,0,0,0,0,0
53,0,2,3000,3000,17,60,84,3,4,1,0,3,6,16,1,2600,0,0,0,0,0,0,2600,3,1640,3,875,3000,1,0,0,0,3000,1
39,0,0,3500,3500,17,60,98,6,4,1,2,5,2,6,1,2000,0,0,0,0,0,0,2000,5,1327,25,573,523,0,1,2000,289,11500,2
37,1,2,4000,4000,43,12,430,0,4,2,0,3,3,7,4,2040,0,0,0,0,0,0,2040,6,1772,67,52,1078,0,0,0,0,1645,1
30,1,0,3000,3000,36,60,118,7,4,1,0,3,1,9,2,343,0,220,0,0,0,0,563,1,250,21,194,1989,0,0,0,0,6000,2
33,0,2,3000,1850,31,60,106,2,5,1,2,3,1,7,8,2300,0,0,0,0,0,0,2300,7,2369,50,86,1850,0,0,0,0,0,0
38,1,1,3300,3300,31,60,116,8,5,4,0,3,6,14,2,1184,0,0,0,0,0,0,1184,9,1038,62,90,0,0,2,4500,5187,0,0
26,0,0,530,530,40,24,33,7,5,3,0,3,3,11,3,1233,0,0,0,0,0,0,1233,6,1079,60,120,117,0,0,0,0,0,0
24,0,2,2000,2000,25,60,66,7,3,2,0,3,3,8,4,1899,0,0,0,0,0,0,1899,4,1469,50,363,2000,1,0,0,0,2000,1
26,0,0,5000,5000,32,60,187,2,4,3,0,3,3,13,8,1020,0,0,0,0,0,0,1020,2,525,18,307,720,0,0,0,0,5000,1
36,1,0,500,500,16,60,13,2,4,1,1,3,6,7,8,820,0,45,0,0,0,0,865,6,712,29,139,500,0,1,1600,1877,0,0
35,1,0,1500,1500,50,60,74,2,5,2,1,3,3,18,1,1007,0,45,0,0,0,0,1052,5,1055,10,15,1500,0,1,3000,2945,1000,1
49,1,0,2655,2655,28,60,88,2,3,4,0,3,6,7,2,339,0,0,0,0,0,0,339,2,355,26,0,86,0,0,0,0,0,0
49,0,0,2550,2550,29,60,86,7,5,1,2,3,6,7,1,2274,0,0,0,0,0,0,2274,5,2220,26,51,854,0,1,10000,5265,8700,1
38,1,0,700,700,20,36,28,2,4,2,5,3,6,19,1,660,0,347,90,0,0,0,1097,13,910,53,179,404,1,0,0,0,700,1
53,1,0,1500,1500,19,60,44,2,3,1,0,4,6,11,1,2000,276,0,53,0,0,0,2329,5,1667,16,617,1500,0,3,3800,3886,2000,1
36,0,0,5000,5000,50,60,245,3,4,2,2,5,2,1,1,1600,0,0,0,0,0,0,1600,4,1130,33,224,5000,0,1,5200,622,5000,1
54,1,2,4500,4500,21,60,138,2,4,3,0,3,1,1,1,1342,0,0,0,0,0,0,1342,7,1391,36,81,4500,1,1,3000,664,4500,1
59,0,2,2500,2500,50,36,144,0,3,1,0,6,2,6,1,0,1200,0,0,0,0,0,1200,3,776,35,279,2500,1,1,500,73,1075,1
30,0,1,3720,455,57,60,198,2,5,2,0,3,6,8,2,1043,0,0,0,0,0,0,1043,6,979,60,65,66,0,0,0,0,0,0
25,1,0,2000,2000,26,48,75,7,5,2,0,3,3,1,1,1200,0,0,0,0,0,0,1200,6,1319,22,306,870,0,0,0,0,2000,1
46,0,1,530,530,54,60,27,1,2,3,0,3,6,1,1,832,0,0,0,0,0,0,832,6,917,54,27,530,1,0,0,0,0,0
35,0,0,1500,1500,31,60,54,2,4,2,0,3,2,7,4,922,0,0,0,0,0,0,922,3,502,30,365,1483,0,0,0,0,1500,1
26,0,1,1000,1000,31,60,36,0,3,3,0,3,6,5,2,870,0,0,0,0,0,0,870,5,867,31,245,1000,0,0,0,0,1800,2
21,1,0,3500,3500,28,36,156,7,3,2,1,3,1,1,3,296,0,83,0,0,177,0,556,3,577,37,97,949,0,0,0,0,3500,1
42,1,0,3000,3000,24,60,96,0,4,2,1,3,6,3,1,792,0,0,0,0,0,0,792,9,981,35,41,850,0,1,5300,6273,3000,1
45,0,0,2000,2000,35,36,97,2,3,1,2,3,3,1,1,2500,0,0,0,0,0,0,2500,2,900,9,1502,946,0,0,0,0,2000,1
28,1,0,500,500,47,60,23,5,4,3,0,3,3,18,3,800,0,0,0,0,0,0,800,1,250,2,526,420,0,0,0,0,500,1
21,1,0,2000,2000,40,12,211,7,4,2,1,3,1,1,4,350,0,83,0,0,0,700,1133,3,497,31,434,267,0,1,2000,730,1120,2
33,1,0,1000,1000,54,12,113,7,4,2,2,3,1,1,2,600,0,90,0,0,390,0,1080,1,324,10,642,130,0,0,0,0,1000,1
38,1,0,2000,2000,20,60,59,7,2,3,0,3,6,16,1,430,0,0,0,0,0,0,430,1,250,13,120,1822,0,1,800,953,2000,1
32,0,0,5500,5500,17,60,156,6,4,1,2,3,6,3,8,1218,0,0,0,0,0,0,1218,6,785,26,276,1154,0,1,900,1044,5500,1
28,0,0,1500,1500,32,36,70,6,4,2,1,3,5,3,8,800,0,0,0,718,0,0,1518,9,1478,55,62,494,0,1,1700,1768,845,1
41,1,2,7500,7500,30,60,268,7,3,1,0,3,1,19,4,2100,0,0,0,0,0,0,2100,6,1605,52,371,7500,1,1,2100,326,7500,1
21,0,0,1000,1000,45,60,45,6,4,3,0,3,1,6,7,1050,0,0,0,0,0,0,1050,2,403,12,601,306,0,1,250,276,4700,2
26,1,0,2500,2500,28,60,86,0,2,2,1,3,1,7,3,487,0,0,0,0,0,0,487,5,650,33,73,2182,0,0,0,0,2500,1
46,1,0,500,500,35,36,24,7,3,3,0,3,1,1,4,650,0,0,0,0,0,0,650,2,275,7,350,332,0,0,0,0,500,1
33,0,1,1000,1000,40,60,42,0,5,1,1,4,1,16,1,900,0,0,0,0,0,200,1100,5,1351,43,269,850,0,1,500,538,2000,1
55,0,1,900,900,73,48,61,7,5,1,4,4,1,1,4,3000,0,0,0,0,0,0,3000,3,1485,2,1453,900,1,0,0,0,900,1
49,0,0,10000,10000,43,60,447,3,4,2,0,5,2,8,3,2000,0,0,0,0,0,0,2000,1,600,22,952,10000,0,0,0,0,10000,1
32,0,0,2100,2100,16,60,58,0,4,2,2,3,2,10,3,1091,0,0,0,0,0,0,1091,8,1078,69,4,454,0,1,500,314,2100,1
50,0,0,2500,2500,35,36,122,3,5,1,1,5,6,12,1,900,0,0,0,0,0,0,900,1,270,13,507,2500,0,0,0,0,2500,1
44,1,0,9900,9900,25,60,323,2,2,2,1,3,3,12,8,1000,0,64,0,0,0,0,1064,5,699,34,76,9900,0,0,0,0,9900,1
51,1,1,4250,2535,40,60,176,7,3,4,1,3,6,14,1,0,980,0,0,0,300,0,1280,7,1154,47,174,2360,1,0,0,0,0,0
40,1,0,1595,1595,29,60,54,7,2,1,1,3,6,1,7,750,0,90,0,0,180,0,1020,6,699,43,265,1565,0,4,9390,4580,0,0
26,0,0,3190,3190,43,60,137,0,2,1,1,3,3,1,2,391,158,0,0,0,0,0,549,8,659,45,51,453,0,3,2100,1927,0,0
46,1,2,2500,2500,20,60,75,7,3,1,1,3,5,17,7,1500,0,95,0,0,0,0,1595,4,1088,41,431,2500,1,1,1215,111,3000,1
26,1,0,1380,1380,30,60,48,2,4,2,0,3,1,7,1,570,0,0,0,0,0,60,630,4,625,15,279,15,1,0,0,0,0,0
37,0,2,7500,7500,32,60,278,2,3,3,0,6,5,6,1,0,1068,0,0,0,0,0,1068,3,773,29,15,7449,1,1,1000,99,9000,1
39,0,0,3000,3000,24,60,93,0,4,4,1,3,5,1,6,1000,0,0,0,0,0,0,1000,7,1060,46,55,3000,0,2,6000,723,5000,1
43,0,1,2000,925,57,60,107,2,3,3,0,3,3,1,1,743,0,0,0,0,0,0,743,2,598,47,37,925,1,1,1235,741,1500,1
49,0,0,500,500,19,36,20,2,5,2,1,3,4,1,7,850,0,0,0,0,0,0,850,3,477,28,352,27,0,1,2500,3198,5000,1
42,0,1,1595,1595,31,60,56,4,3,1,4,3,1,9,3,1200,0,0,0,0,0,0,1200,5,994,57,149,1595,0,1,3000,375,0,0
51,1,2,3190,3190,34,60,118,4,4,1,0,3,6,15,1,1990,0,0,0,0,0,0,1990,7,2556,42,140,2919,0,0,0,0,0,0
41,1,2,10000,10000,22,60,311,0,4,4,2,3,3,17,3,1667,0,144,0,0,0,0,1811,9,1524,67,50,9519,1,0,0,0,10000,1
43,1,0,10100,5975,14,60,257,7,5,2,3,3,3,4,7,850,0,200,0,0,0,0,1050,5,588,25,468,5904,0,0,0,0,0,0
26,1,1,2500,2500,48,12,274,3,3,1,0,4,1,7,1,700,0,0,0,0,0,0,700,1,350,39,75,2138,1,0,0,0,135,1
52,0,0,7440,7440,27,60,246,7,4,4,0,3,2,8,1,570,242,0,53,0,0,0,865,5,515,39,262,0,1,3,9600,9083,0,0
40,0,1,3190,1710,47,60,146,0,5,1,1,3,6,7,1,1640,0,0,0,0,0,0,1640,2,792,27,701,1710,1,0,0,0,0,0
42,0,1,3000,3000,31,60,105,7,4,2,2,3,4,10,2,1500,0,0,0,0,0,0,1500,5,1097,50,297,2703,1,0,0,0,0,0
57,1,0,4785,4785,16,60,127,2,4,2,0,3,6,7,3,958,0,0,0,0,0,0,958,8,649,35,334,4785,0,3,6300,5079,0,0
23,0,0,800,800,31,60,29,1,4,2,0,3,1,3,3,436,0,0,0,0,0,0,436,2,322,23,83,681,0,1,2000,534,800,1
54,1,0,2655,2655,42,60,113,2,5,4,0,3,6,11,1,1144,0,0,0,0,0,0,1144,2,744,9,286,2655,0,1,2950,3979,0,0
61,1,0,2125,2125,23,60,65,2,2,3,0,3,3,9,1,400,0,0,0,0,0,0,400,4,437,28,36,2125,0,0,0,0,0,0
28,1,0,2500,2500,43,36,133,6,3,3,2,3,2,8,1,0,0,128,0,1431,120,0,1679,2,564,11,981,2077,0,0,0,0,2500,1
44,0,0,1200,1200,24,60,38,7,4,2,0,3,6,6,3,1000,158,0,0,0,0,0,1158,4,437,11,681,1189,0,1,900,99,1200,1
23,1,0,1500,1500,32,36,70,7,4,3,0,3,3,1,1,730,0,0,0,0,0,0,730,3,698,30,260,1500,0,1,1500,431,1500,1
29,0,0,500,500,34,60,19,2,3,3,0,3,2,6,3,1300,0,0,0,0,0,0,1300,5,625,19,654,212,0,1,800,207,2500,3
32,1,1,3190,1235,60,60,176,2,5,3,0,3,1,4,2,873,0,0,0,0,0,0,873,5,1023,46,113,1235,0,0,0,0,0,0
43,1,2,500,500,23,60,15,2,4,1,0,3,6,1,8,2311,0,0,0,0,0,0,2311,4,1933,28,362,114,0,0,0,0,3000,1
41,1,2,3000,3000,50,36,171,6,4,3,0,3,4,8,3,2300,0,0,0,0,0,0,2300,4,1160,27,968,2720,1,0,0,0,0,0
32,0,0,1595,1595,24,60,49,7,2,2,1,3,1,1,2,1000,0,0,0,0,0,0,1000,10,1107,60,92,1595,0,0,0,0,0,0
34,1,1,10630,1070,54,60,542,3,3,1,1,4,4,9,2,2000,0,0,0,0,0,0,2000,2,800,37,657,1070,1,0,0,0,0,0
31,1,0,600,600,20,60,17,7,3,2,2,3,5,9,1,0,0,90,0,468,0,0,558,6,578,54,3,600,0,1,2700,1708,0,0
35,0,0,600,600,17,60,16,7,1,3,0,3,6,3,2,710,0,0,0,0,0,0,710,5,460,32,232,109,0,1,2000,234,600,1
35,0,1,1060,865,39,60,43,5,5,3,0,3,6,5,1,1942,0,0,0,0,0,0,1942,12,2023,60,176,94,0,1,2440,244,0,0
53,0,0,3000,3000,17,60,85,0,4,1,1,3,6,8,1,800,175,0,0,0,0,0,975,4,599,40,290,3000,0,0,0,0,3000,1
31,0,2,2125,2125,38,60,85,6,5,3,0,5,3,11,4,2100,0,0,0,0,0,0,2100,2,680,6,1334,2125,0,0,0,0,0,0
61,1,0,5500,5500,44,60,247,7,4,1,0,3,2,7,7,350,326,0,0,0,0,0,676,3,598,36,178,5327,0,0,0,0,6000,1
68,1,0,500,500,20,24,27,7,3,4,0,6,4,9,4,300,281,0,0,0,0,0,581,5,525,52,28,118,0,2,2600,871,500,1
21,1,0,1000,1000,53,60,47,7,2,2,1,3,4,1,4,0,0,45,0,342,100,0,487,3,534,37,55,315,0,1,1100,1295,1000,1
47,1,0,6500,6500,20,60,186,2,4,2,0,3,6,3,1,683,0,0,0,0,0,0,683,3,491,53,68,6500,0,0,0,0,0,0
25,1,0,3000,3000,28,60,103,0,4,2,0,3,1,11,3,755,0,0,0,0,0,0,755,6,672,50,125,2373,0,0,0,0,0,0
55,0,0,500,500,22,60,15,2,4,2,0,3,4,1,3,800,0,0,0,0,0,0,800,6,810,47,174,500,0,1,5500,700,6000,2
51,0,0,5315,3170,21,60,156,0,4,2,1,3,6,15,8,1070,0,0,0,0,0,0,1070,11,1259,68,13,2536,0,1,3200,3287,0,0
25,1,0,2500,2500,28,60,87,5,5,3,0,3,6,11,1,1400,0,0,0,0,0,0,1400,10,1451,63,89,2500,0,5,10850,5537,2500,1
33,0,2,7600,7600,27,60,259,0,3,3,0,3,6,1,8,1700,0,0,0,0,0,0,1700,3,1140,22,300,4927,1,0,0,0,7600,1
59,0,2,9565,9565,20,60,279,0,5,1,0,3,6,16,4,2300,0,0,0,0,0,0,2300,7,2150,58,270,9565,1,0,0,0,0,0
44,0,0,3000,3000,17,60,81,6,2,2,3,3,6,19,8,640,0,0,80,0,0,0,720,5,605,36,130,22,0,1,5000,3326,0,0
41,0,0,2400,2400,16,60,66,0,2,3,0,3,6,6,3,700,0,0,0,0,0,0,700,7,1088,54,67,2400,0,1,3000,1816,2400,1
27,1,0,2000,2000,27,60,68,0,5,1,0,2,3,16,7,280,0,0,0,0,0,300,580,4,476,29,159,393,0,1,3300,702,2000,1
46,0,0,1500,1500,20,60,43,2,4,3,0,2,5,1,1,300,0,0,0,0,0,0,300,5,487,14,6,1500,0,0,0,0,9000,3
38,1,0,1275,1275,22,60,38,7,3,3,1,3,6,7,4,547,0,50,0,0,160,0,757,9,1038,61,43,1178,1,2,7000,1546,2595,1
33,0,0,6000,6000,48,60,284,6,2,2,1,3,6,1,3,600,0,0,0,0,0,0,600,4,538,52,34,5274,0,0,0,0,4500,1
56,1,0,5200,5200,29,60,184,0,4,2,0,6,6,16,1,0,301,0,53,0,0,250,604,4,707,45,78,5200,0,0,0,0,15400,3
25,0,0,1595,1595,45,60,70,0,3,2,0,3,5,10,3,750,0,0,0,0,0,0,750,3,383,27,295,1555,0,1,2800,793,0,0
50,1,2,3000,3000,33,60,114,2,4,1,0,3,6,16,1,1658,0,0,0,0,0,0,1658,3,800,24,743,2960,0,0,0,0,2785,1
32,1,0,600,600,16,60,16,7,5,1,0,3,4,10,1,1138,0,0,0,0,0,0,1138,8,774,18,347,600,0,1,1400,167,1100,2
41,0,2,10000,10000,28,60,342,5,5,1,0,5,3,9,1,2400,0,0,0,0,0,0,2400,1,720,14,1337,10000,1,0,0,0,990,1
35,1,2,3190,3190,34,60,119,0,5,1,3,3,6,10,8,2573,0,320,0,0,0,0,2893,11,2776,46,242,2647,0,0,0,0,0,0
65,0,2,8505,8505,26,60,277,7,2,4,0,6,1,1,5,0,1200,0,0,0,0,0,1200,8,974,50,92,7834,1,0,0,0,0,0
26,0,0,2500,2500,36,48,108,0,5,2,0,3,1,8,7,1129,0,0,0,0,0,0,1129,7,1648,61,97,2500,0,0,0,0,2500,1
26,0,0,3720,3720,45,60,165,7,2,1,1,3,4,19,4,900,0,0,0,0,0,0,900,3,571,38,287,3700,0,1,5400,2043,0,0
54,0,2,10630,10410,20,60,310,0,4,1,0,3,2,9,4,2600,0,0,0,0,0,0,2600,8,3005,48,184,4313,0,0,0,0,0,0
42,0,1,3190,1640,47,60,145,5,3,3,0,3,2,16,2,1050,0,0,0,0,0,0,1050,5,1088,46,215,1640,0,1,3000,379,0,0
53,0,0,5315,5315,38,60,213,2,4,3,0,3,6,6,1,2000,0,0,0,0,0,0,2000,3,990,15,795,1524,0,1,2000,897,0,0
30,0,0,7000,7000,26,60,235,2,4,2,0,3,1,8,6,544,0,0,0,0,0,200,744,2,450,58,58,5967,0,0,0,0,8000,1
53,0,2,1500,1500,17,48,48,7,5,1,1,3,1,17,1,1898,0,0,0,0,0,0,1898,4,951,20,937,1500,0,0,0,0,0,0
39,1,0,4000,4000,17,36,156,8,4,2,0,3,4,3,1,614,0,0,0,0,0,0,614,2,289,31,168,1183,0,0,0,0,4000,1
32,1,1,7000,7000,31,60,254,7,3,3,2,4,6,11,1,1350,0,0,0,0,0,0,1350,9,1249,49,276,6404,1,2,1900,875,15500,2
33,1,1,2655,2655,35,60,101,7,5,3,0,3,1,14,3,906,0,0,0,0,0,0,906,8,1185,60,9,2402,1,1,3190,432,0,0
25,1,0,3000,3000,31,60,109,2,4,2,2,3,2,1,7,0,0,90,0,396,80,0,566,4,332,34,123,2026,0,0,0,0,3000,1
53,0,1,3190,235,73,60,208,8,2,3,0,3,6,9,4,1157,0,0,0,0,0,0,1157,5,560,36,387,235,1,1,1300,484,0,0
65,1,2,2000,2000,30,36,91,0,2,1,0,6,6,9,1,375,906,0,0,0,0,0,1281,4,1239,45,200,850,1,0,0,0,800,1
32,1,2,4250,4250,25,60,134,7,3,2,1,3,6,9,7,1200,0,95,121,0,0,0,1416,7,1564,31,42,4250,1,0,0,0,0,0
32,0,0,1700,1700,21,60,50,7,2,3,1,3,6,19,1,821,0,0,0,0,0,0,821,9,923,56,107,1700,0,3,16400,16587,48100,6
51,0,2,5845,1420,20,60,170,0,3,2,0,6,5,6,4,0,878,0,158,0,0,0,1036,9,1355,40,115,1420,1,0,0,0,0,0
53,0,0,10630,10630,17,60,287,7,3,1,1,3,2,1,1,1099,158,0,0,0,0,0,1257,3,598,31,482,1171,0,0,0,0,2500,1
47,1,0,1000,1000,24,24,56,7,4,1,0,3,6,7,7,550,0,0,0,0,0,0,550,1,250,10,243,22,0,0,0,0,1000,1
30,1,1,1595,1595,40,60,65,7,3,3,0,3,6,1,8,900,0,0,0,0,0,0,900,7,1376,45,138,223,0,1,2000,679,0,0
55,0,2,600,600,20,36,24,2,4,1,1,3,6,7,1,2948,0,0,0,0,0,0,2948,2,1134,0,1789,0,0,0,0,0,1100,2
45,0,0,5845,5845,16,60,156,2,5,3,0,3,6,16,3,1185,0,0,0,0,0,0,1185,8,703,37,386,4267,0,2,4000,950,0,0
49,0,2,740,740,34,60,27,2,2,1,2,2,2,11,5,1132,0,200,0,0,0,0,1332,1,500,2,804,709,1,0,0,0,0,0
65,0,1,10630,2120,40,60,435,2,4,3,0,4,2,7,1,1800,0,0,0,0,0,0,1800,7,1941,68,23,2,0,3,8220,8998,1500,1
66,0,2,3190,3190,22,60,96,0,3,4,0,6,6,10,1,0,2755,0,0,0,0,0,2755,18,3092,63,185,3190,1,1,3000,530,0,0
43,0,2,3080,3080,31,60,108,7,2,4,1,5,6,6,3,1300,0,0,0,0,0,0,1300,9,1495,57,52,498,0,1,1500,909,0,0
43,0,0,3000,3000,16,48,95,2,4,1,1,3,6,18,8,900,0,0,0,0,0,1000,1900,6,1190,26,613,3000,0,1,3300,1657,3000,1
35,1,0,700,700,16,48,22,7,5,1,2,3,3,16,1,570,0,90,69,0,0,0,729,5,407,16,298,646,0,1,700,249,700,1
43,0,0,2125,2125,14,60,55,7,5,1,2,3,3,10,4,314,0,0,0,0,0,0,314,1,250,17,8,2125,0,0,0,0,0,0
23,1,0,1100,1100,34,60,42,7,4,3,0,3,2,1,2,450,0,0,0,0,0,0,450,4,440,43,3,1100,0,0,0,0,870,1
31,1,2,5000,5000,34,60,193,0,5,1,2,3,6,17,8,1680,0,220,0,0,0,0,1900,6,1504,34,202,34,0,0,0,0,5000,1
40,1,0,10630,10630,28,60,357,0,5,2,2,5,6,9,8,470,0,100,0,0,250,0,820,7,1038,57,102,193,0,0,0,0,0,0
32,1,1,1060,1060,56,60,55,2,3,3,0,3,1,14,3,1000,0,0,0,0,0,0,1000,6,1117,56,87,1060,1,0,0,0,0,0
39,0,0,3000,3000,23,60,91,7,5,2,1,3,3,3,4,1400,0,0,0,0,0,0,1400,4,703,26,604,3000,0,1,1600,488,0,0
24,0,0,500,500,33,60,18,2,4,3,0,3,4,8,2,944,0,0,0,0,0,0,944,3,481,19,444,500,0,0,0,0,0,0
34,0,0,6000,6000,31,60,219,6,2,3,0,3,6,3,2,1200,0,0,0,0,0,0,1200,7,1008,40,240,5441,0,1,3800,528,6000,1
46,1,0,3505,3505,15,60,91,6,4,3,2,3,2,3,1,565,0,90,0,0,0,0,655,5,622,47,91,3130,0,1,3000,3114,0,0
68,0,0,1595,1595,17,60,43,0,4,1,0,3,4,1,7,0,389,0,0,0,0,0,389,4,515,23,47,1595,0,2,3200,4047,0,0
21,0,2,4000,2175,71,60,260,6,4,3,0,3,3,6,2,2100,0,0,0,0,0,0,2100,3,1230,40,609,85,0,0,0,0,2090,1
37,1,1,2000,1755,31,60,72,5,3,3,0,3,6,11,1,978,900,0,0,0,0,0,1878,6,1287,29,517,105,0,1,4960,1584,10000,2
37,0,0,10000,10000,17,60,282,2,2,1,1,4,6,19,1,1700,0,0,0,0,0,0,1700,4,1823,17,449,630,0,0,0,0,6550,1
53,0,1,10630,5425,34,60,397,7,5,3,0,4,6,6,1,2500,0,0,0,0,0,0,2500,9,2571,64,131,3227,0,1,850,911,0,0
40,1,0,500,500,16,60,13,5,4,3,0,3,4,14,1,577,158,0,0,0,0,0,735,1,250,1,471,1,0,0,0,0,0,0
51,0,2,3190,3190,23,60,97,7,3,1,0,6,6,17,1,0,1130,0,0,0,0,0,1130,10,1608,46,103,3040,1,1,740,68,0,0
30,0,0,3000,3000,19,36,121,2,4,3,0,5,1,6,1,1990,0,0,0,0,0,0,1990,3,861,6,1007,448,0,0,0,0,3000,1
52,0,1,4250,345,68,60,261,2,2,3,0,3,6,1,2,1130,0,0,0,0,0,0,1130,1,350,23,518,345,1,0,0,0,0,0
57,1,0,5315,2520,32,60,192,7,5,4,0,3,6,16,1,580,180,0,0,0,0,0,760,8,768,64,21,2520,0,0,0,0,0,0
24,1,0,3190,3190,45,60,141,2,4,2,0,3,1,3,7,433,237,0,40,0,0,0,710,4,714,45,138,3190,0,3,6300,4742,18000,8
53,0,0,3000,3000,49,60,146,2,3,1,0,3,5,8,1,492,140,0,0,0,0,0,632,4,682,40,126,3600,0,1,3000,312,5200,1
35,0,0,1500,1500,47,60,70,2,2,3,0,3,6,3,2,850,0,0,0,0,0,0,850,2,350,19,428,1500,0,1,2500,499,1500,1
65,1,0,1000,1000,16,60,26,7,3,1,0,6,5,1,7,0,348,0,0,0,0,0,348,2,321,28,0,1000,0,1,700,549,0,0
57,0,2,5000,5000,21,60,152,2,4,1,0,3,6,11,1,3685,0,0,0,0,0,0,3685,3,2244,8,1288,922,0,1,4100,919,10000,2
30,1,0,5315,5315,35,60,203,7,2,2,1,3,4,1,3,500,241,50,30,0,0,0,821,16,1731,68,11,4779,1,3,5300,1708,4200,2
42,0,0,3000,3000,35,36,146,2,4,1,1,5,2,1,9,660,0,0,0,0,0,0,660,2,500,22,13,3000,0,0,0,0,3000,1
45,0,0,3500,3500,35,60,137,2,4,2,0,3,6,17,2,850,0,0,0,0,0,0,850,4,678,47,194,3500,0,1,4900,1373,3500,1
61,1,0,1910,1910,28,60,63,2,2,3,0,6,6,1,1,0,359,0,53,0,0,0,412,5,475,36,13,16,0,0,0,0,0,0
22,0,0,3190,3190,35,60,121,0,2,3,0,3,4,6,7,2500,0,0,0,0,0,0,2500,3,1348,28,1030,3190,0,1,3000,2601,2765,1
30,0,0,500,500,35,18,37,7,4,3,0,3,4,7,1,737,0,0,0,0,0,0,737,4,604,39,194,334,0,1,4200,856,500,1
29,1,1,1485,1485,54,60,75,2,4,1,1,3,5,3,3,700,0,0,0,0,0,0,700,7,1193,31,131,1485,1,0,0,0,0,0
36,1,0,500,500,36,18,38,0,5,3,0,3,6,15,6,930,0,0,0,0,0,0,930,7,1061,59,100,4,0,0,0,0,0,1
33,1,0,4250,4250,20,60,122,7,4,1,2,3,2,17,1,0,0,50,0,422,0,0,472,2,301,26,99,3756,0,0,0,0,0,0
45,1,0,2500,2500,19,60,74,7,4,1,0,3,1,1,6,331,0,0,0,0,0,0,331,3,392,22,6,1741,0,0,0,0,4000,1
25,1,0,5315,5315,38,60,213,0,4,3,0,3,5,7,7,550,0,0,0,0,0,0,550,6,596,49,25,5188,0,0,0,0,0,0
43,1,0,1000,1000,19,60,29,2,4,1,1,3,2,8,7,647,0,0,0,0,0,0,647,2,395,27,222,647,1,3,4611,3394,1000,1
48,0,0,1060,1060,24,60,33,3,4,1,1,5,3,10,1,1800,0,0,0,0,0,0,1800,4,1063,7,703,1060,0,0,0,0,0,0
27,0,0,1590,1590,43,60,69,7,2,3,0,3,6,6,2,1700,0,0,0,0,0,0,1700,4,1213,45,417,1574,0,0,0,0,0,0
58,0,2,10630,10630,20,60,310,0,2,3,0,3,6,9,3,1505,0,0,0,0,0,0,1505,5,1380,55,174,10075,1,0,0,0,0,0
45,1,0,3000,3000,46,60,138,7,5,4,3,3,2,6,2,647,0,190,0,0,585,0,1422,9,1793,32,240,3000,0,5,2494,2705,3000,1
27,1,0,2300,2300,16,60,64,0,5,2,0,3,6,10,1,867,0,0,0,0,0,0,867,7,780,67,21,2300,0,1,2000,1347,2300,1
47,0,0,2550,2550,15,60,66,0,4,4,2,3,3,7,8,1064,0,0,0,0,0,0,1064,9,1161,33,226,2550,0,2,3900,4126,0,0
29,1,1,2335,1460,73,60,152,0,4,3,0,3,3,1,7,725,0,0,0,0,0,0,725,3,1146,21,222,1705,1,0,0,0,0,0
30,0,0,7335,5570,39,60,297,6,4,3,0,3,1,19,3,700,0,0,0,0,0,200,900,2,686,33,332,5570,0,0,0,0,0,0
22,0,1,800,800,92,60,65,2,3,3,0,3,3,9,1,1130,0,0,0,0,0,0,1130,1,350,5,714,800,1,0,0,0,1300,2
35,1,2,4250,4250,34,60,158,0,3,1,3,3,4,17,5,1800,0,360,0,0,280,0,2440,17,2599,65,112,4250,1,0,0,0,0,0
38,1,1,6375,1130,73,60,416,2,5,4,2,2,1,4,1,1300,0,0,0,0,0,375,1675,1,502,24,756,1130,1,0,0,0,0,0
25,1,0,1000,1000,21,60,29,5,5,4,1,3,3,6,8,615,0,45,0,0,0,0,660,5,656,17,8,1000,0,1,1000,1071,0,0
42,0,0,9600,9600,29,60,337,3,5,3,0,5,6,1,4,960,0,0,0,0,0,0,960,4,575,39,247,0,0,0,0,0,8840,1
25,0,0,1000,1000,36,18,76,7,2,2,0,3,1,1,6,570,0,0,0,0,0,0,570,5,680,55,3,334,0,0,0,0,1000,1
