Age,Gender,Country,AppliedAmount,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,DebtToIncome,FreeCash,PlannedInterestTillDate,Status,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan
40,0,2,3000,3000,31,60,107,2,4,1,3,3,6,14,1,3954,0,360,0,0,0,100,4414,5,2218,10,2183,0,1,1,2500,329,0,0
51,1,0,500,500,31,60,17,8,5,4,0,3,4,12,2,735,0,0,0,0,0,0,735,9,529,25,296,500,0,3,2000,1289,0,0
39,1,2,2500,2500,34,60,94,2,3,2,2,3,6,17,5,2100,0,210,200,0,0,0,2510,5,1625,16,790,932,0,1,4900,676,0,0
48,0,0,500,500,35,48,20,2,4,2,0,3,6,8,1,600,0,0,0,0,0,0,600,2,298,11,281,500,0,0,0,0,0,0
26,1,0,3000,3000,15,60,80,0,5,2,0,3,6,11,1,840,0,0,0,0,0,0,840,7,759,13,388,521,0,2,6500,2663,0,0
49,0,0,900,900,35,6,168,2,4,1,0,3,2,8,1,1200,170,0,0,0,0,0,1370,2,660,30,541,94,0,0,0,0,0,0
38,0,0,2000,2000,15,60,53,6,3,1,0,3,1,6,6,2500,0,0,0,0,0,0,2500,7,1414,19,1268,0,0,1,6300,2577,0,0
24,0,0,1000,1000,29,48,39,7,4,3,0,3,2,8,2,508,0,0,0,0,0,0,508,3,568,11,200,193,0,0,0,0,0,0
27,0,2,2700,2700,34,36,128,7,4,3,0,3,1,1,4,2700,0,0,0,0,0,0,2700,1,810,4,1761,1712,1,0,0,0,0,0
64,1,2,1600,1600,34,36,76,2,4,2,0,6,6,17,1,0,1600,0,0,0,0,0,1600,1,500,4,1023,328,0,0,0,0,0,0
33,1,0,1600,1600,31,24,94,2,5,2,2,3,6,17,1,1000,0,38,0,0,0,0,1038,4,575,21,368,376,0,0,0,0,0,0
30,0,0,700,700,15,60,18,5,4,2,0,3,6,10,1,1781,0,0,0,0,0,0,1781,4,1092,32,670,700,0,2,1500,1607,0,0
63,0,2,1300,1300,34,60,49,6,3,3,0,6,1,8,4,0,1350,0,0,0,0,0,1350,2,520,5,780,1083,0,0,0,0,0,0
37,1,2,9900,8895,31,60,355,1,4,3,0,3,4,9,1,1940,0,0,0,0,0,0,1940,2,1082,18,502,838,0,0,0,0,0,0
35,0,0,6000,6000,30,60,211,3,5,2,0,3,2,7,1,2700,0,0,0,0,0,0,2700,2,1113,7,1375,3254,0,0,0,0,0,0
41,0,0,500,500,15,36,18,5,5,2,1,3,2,16,7,1396,0,0,0,0,0,0,1396,5,903,15,756,119,0,1,4000,2604,0,0
38,1,2,2200,2200,34,60,83,0,4,1,2,3,4,7,1,2000,0,210,0,0,0,0,2210,6,1343,28,783,1778,0,0,0,0,0,0
36,0,2,3000,3000,34,60,113,7,5,2,0,3,5,9,4,3000,0,0,0,0,0,450,3450,2,1385,3,1951,1916,1,0,0,0,0,0
29,0,0,1000,1000,34,60,37,7,4,2,0,3,2,3,1,850,0,0,0,0,0,200,1050,8,680,38,332,735,0,0,0,0,0,0
66,1,2,1400,1400,34,60,52,5,4,2,0,6,6,1,5,0,1200,0,260,0,0,0,1460,2,570,8,837,1400,1,0,0,0,0,0
38,0,0,2000,2000,15,60,53,7,2,3,0,4,6,1,1,950,0,0,0,0,0,0,950,2,461,24,435,1955,0,1,3500,1141,0,0
39,0,0,600,600,31,48,23,7,4,1,2,3,6,1,7,656,0,0,0,0,0,0,656,2,307,12,325,600,0,0,0,0,0,0
29,1,0,2000,2000,29,60,69,7,2,3,2,3,1,9,3,480,0,153,0,0,0,0,633,2,341,10,313,2000,1,0,0,0,0,0
28,1,2,3000,3000,31,60,107,7,5,2,0,3,3,17,4,1963,0,0,0,0,0,0,1963,5,918,22,937,2960,1,0,0,0,0,0
39,0,1,5000,5000,26,60,164,2,5,1,0,3,5,6,1,2500,0,0,0,0,0,350,2850,2,1170,5,1515,5000,1,0,0,0,0,0
60,0,0,2000,2000,34,36,95,2,4,1,0,4,6,6,1,650,350,0,0,0,0,0,1000,1,300,9,604,1650,0,0,0,0,0,0
38,0,0,1000,1000,30,48,38,7,4,1,2,3,3,8,4,1000,0,0,0,0,0,0,1000,4,656,39,305,1000,0,0,0,0,0,0
24,0,2,3000,3000,31,60,107,7,3,3,0,3,5,6,3,2417,0,0,0,0,0,0,2417,3,3135,20,1199,3000,1,0,0,0,0,0
36,0,0,2000,2000,31,60,71,0,4,3,0,3,1,7,2,756,0,0,0,0,0,0,756,4,473,32,261,523,0,0,0,0,0,0
56,1,0,2000,2000,15,60,53,1,4,2,0,3,5,16,1,620,0,0,0,0,0,0,620,4,417,13,288,2000,0,1,2500,1112,0,0
27,1,0,500,500,31,48,19,7,2,3,0,3,2,9,3,589,0,0,0,0,0,0,589,1,250,3,319,312,0,0,0,0,0,0
22,0,0,500,500,15,60,13,7,3,3,0,3,3,1,2,883,0,0,0,0,0,0,883,8,687,39,267,251,0,2,1000,458,0,0
24,1,0,1100,1100,32,36,52,7,4,2,0,3,1,1,2,550,0,0,0,0,0,0,550,2,336,25,161,649,0,0,0,0,0,0
24,0,0,4500,4500,30,60,158,6,4,2,0,3,4,13,7,1200,0,0,0,0,0,0,1200,4,639,26,522,1169,0,4,4600,3226,0,0
33,0,0,1000,1000,34,36,47,7,4,2,1,5,4,18,4,900,0,54,0,0,0,0,954,1,286,4,620,615,0,0,0,0,0,0
23,0,1,700,700,26,60,23,7,3,3,0,3,2,8,2,927,0,0,0,0,0,0,927,1,350,2,554,56,0,0,0,0,0,0
31,0,0,2600,2600,34,36,123,2,4,2,1,3,3,6,2,1300,0,0,0,0,0,0,1300,1,390,9,786,112,0,1,500,531,0,0
46,1,0,3300,3300,15,60,88,5,5,1,0,3,6,18,1,900,0,0,0,0,0,0,900,5,596,11,458,1361,0,2,7100,1725,0,0
38,1,0,2500,2500,15,60,66,2,4,1,0,3,6,16,7,700,0,0,0,0,0,0,700,4,555,13,353,0,0,1,2200,1223,0,0
38,1,0,4000,4000,31,60,143,2,5,1,2,3,6,1,1,1500,0,0,0,0,0,0,1500,3,764,17,789,3637,0,1,6000,627,0,0
49,0,1,800,800,34,60,30,8,2,1,2,3,6,8,4,1600,0,0,0,0,0,0,1600,1,480,1,1089,800,1,0,0,0,0,0
35,1,0,1500,1500,15,48,46,2,4,3,0,3,6,7,1,1092,0,0,0,0,0,0,1092,4,645,22,400,146,0,0,0,0,0,0
31,0,2,1600,1600,34,36,76,0,4,2,0,3,6,5,4,1600,0,0,0,0,0,0,1600,2,800,23,723,992,0,0,0,0,0,0
36,0,0,500,500,31,60,17,2,2,2,1,3,2,3,8,600,0,0,0,0,0,0,600,4,379,4,277,500,0,1,550,664,0,0
28,0,0,2000,2000,30,60,70,0,4,2,0,3,1,18,4,650,0,0,0,0,0,0,650,4,792,20,264,0,0,0,0,0,0,0
29,1,2,3000,3000,31,60,107,7,3,2,2,3,2,18,4,1831,0,0,0,0,0,0,1831,3,849,22,874,583,0,0,0,0,0,0
22,1,0,5700,5700,29,60,202,7,4,3,0,3,1,7,6,600,0,0,0,0,0,0,600,7,452,36,131,5473,0,2,1600,1047,0,0
53,0,0,1100,1100,29,36,51,2,4,1,0,3,6,7,1,305,0,0,0,0,0,0,305,1,250,16,3,580,0,0,0,0,0,0
32,1,0,1000,1000,29,60,36,7,3,1,2,2,1,16,7,231,0,76,0,0,0,32,339,2,292,23,10,821,0,0,0,0,0,0
48,0,0,2000,2000,34,60,75,0,4,2,1,3,3,6,1,1000,0,0,0,0,0,0,1000,4,571,17,524,2000,0,1,500,200,0,0
39,1,2,3000,3000,31,60,107,7,4,4,2,3,6,3,1,2107,0,316,0,0,0,0,2423,5,1434,14,960,2569,1,1,2000,247,0,0
36,0,2,2500,2500,34,36,118,2,2,1,3,3,6,8,8,2200,0,330,0,0,0,0,2530,3,1758,44,653,1576,1,0,0,0,0,0
44,1,0,4100,4100,15,60,109,2,5,1,1,3,5,1,1,750,0,19,0,0,0,0,769,10,723,34,251,4100,0,0,0,0,0,0
36,0,0,1400,1400,37,60,55,7,2,1,0,3,6,6,3,700,0,0,0,0,0,0,700,3,441,19,313,1400,0,0,0,0,0,0
43,0,2,1900,1900,34,60,71,1,3,2,2,3,2,6,8,1900,0,0,0,0,0,0,1900,3,1170,9,658,1490,0,0,0,0,0,0
33,1,0,500,500,29,6,92,2,5,1,2,3,6,16,2,0,0,38,0,644,0,0,682,3,503,50,86,52,0,0,0,0,0,0
21,0,0,600,600,29,12,60,5,4,3,0,3,2,15,2,725,0,0,0,0,0,0,725,3,470,38,194,71,0,1,500,539,0,0
32,0,2,3300,3300,34,60,124,3,3,1,2,5,6,17,1,3300,0,0,0,0,0,0,3300,4,1868,30,1307,505,0,0,0,0,0,0
55,1,2,2400,2400,35,60,96,4,4,5,0,3,6,15,1,2098,325,0,0,0,0,0,2423,5,2206,48,245,2400,0,0,0,0,0,0
29,1,0,1500,1500,29,48,60,6,4,3,0,3,3,1,1,535,0,0,0,0,0,0,535,2,385,11,89,332,0,0,0,0,0,0
27,1,0,500,500,33,60,19,7,4,2,1,3,4,9,2,400,0,0,0,0,0,0,400,3,308,11,102,500,0,1,500,83,0,0
29,0,2,1500,1500,31,60,53,7,5,1,0,3,2,15,4,2800,0,0,0,0,0,0,2800,7,1679,20,1391,1385,1,1,2100,356,0,0
21,1,0,1100,1100,34,60,43,7,2,2,1,2,3,1,4,0,0,19,0,310,0,0,329,1,250,13,35,195,0,0,0,0,0,0
53,1,2,800,800,34,60,30,7,4,1,0,3,6,17,4,1840,0,0,0,0,0,0,1840,4,868,18,941,800,1,0,0,0,0,0
53,1,0,3000,3000,31,60,107,3,5,1,1,5,1,18,7,708,0,0,0,0,0,0,708,3,382,17,331,2563,0,0,0,0,0,0
28,0,2,3300,3195,31,60,118,7,4,1,0,3,2,6,6,1935,0,0,0,0,0,0,1935,7,1338,43,511,3195,0,0,0,0,0,0
29,1,0,1000,1000,34,60,37,2,3,2,0,3,1,13,3,900,0,0,0,0,0,0,900,2,372,4,592,591,0,1,1000,301,0,0
26,0,0,2000,2000,29,60,72,0,3,2,0,3,2,1,1,330,0,0,0,0,0,0,330,2,346,22,7,411,0,0,0,0,0,0
46,0,2,2100,2100,34,60,79,3,3,3,0,5,2,19,1,1000,750,0,50,0,0,300,2100,4,1240,32,780,2011,0,0,0,0,0,0
31,0,2,2000,1905,34,36,95,5,2,2,1,3,6,3,4,2000,0,0,0,0,0,0,2000,1,600,4,1304,240,0,0,0,0,0,0
30,0,2,1800,1800,34,60,67,0,3,3,0,3,6,7,1,1800,0,0,0,0,0,0,1800,4,1240,39,542,1570,0,0,0,0,0,0
25,1,2,1900,1900,34,36,90,7,3,3,0,3,5,17,2,1900,0,0,0,0,0,0,1900,3,1270,41,539,462,0,0,0,0,0,0
34,1,0,800,800,35,60,32,8,2,3,2,6,6,1,3,0,300,60,69,0,0,0,429,4,440,35,25,141,0,0,0,0,0,0
24,1,0,700,700,15,60,18,0,5,3,0,3,1,15,6,580,0,0,0,0,0,0,580,4,386,9,275,87,0,0,0,0,0,0
25,0,0,500,500,34,36,23,2,4,3,0,3,5,19,2,700,0,0,0,0,0,0,700,1,250,3,426,136,0,0,0,0,0,0
25,0,0,2700,2700,29,60,95,0,2,2,0,3,1,3,1,568,0,0,0,0,0,0,568,5,854,26,168,2700,0,0,0,0,0,0
53,1,0,2000,2000,35,60,76,2,5,2,0,3,6,16,8,650,0,0,0,0,0,0,650,5,518,21,262,2000,0,2,4000,3679,0,0
38,0,2,1100,1100,35,60,44,2,5,3,0,3,6,11,3,1181,0,0,0,0,0,0,1181,3,1054,20,82,1089,0,0,0,0,0,0
37,1,1,700,700,92,60,56,7,3,3,0,2,3,1,1,700,0,0,0,0,0,0,700,7,758,46,23,700,1,2,2800,2349,0,0
34,1,2,1600,1600,34,60,60,7,3,2,0,3,6,9,1,1600,0,0,0,0,0,0,1600,5,1060,34,554,1520,1,0,0,0,0,0
48,0,0,2300,2300,34,60,86,2,4,1,1,3,6,15,1,650,0,0,0,0,0,500,1150,1,345,7,718,2300,0,0,0,0,0,0
34,0,2,2700,2700,34,48,111,0,3,2,0,3,6,8,4,2780,0,0,0,0,0,0,2780,5,1724,36,944,2700,0,0,0,0,0,0
34,1,0,500,500,33,60,19,7,3,3,3,2,1,14,3,96,94,153,0,0,0,0,343,1,250,5,73,457,1,0,0,0,0,0
28,1,1,600,600,35,36,29,1,5,2,1,3,2,1,2,668,0,0,0,0,0,0,668,1,350,4,288,514,1,0,0,0,0,0
26,0,1,1300,1300,26,48,47,8,3,3,0,3,1,1,3,1300,0,0,0,0,0,0,1300,4,930,36,435,395,0,1,2000,365,0,0
55,1,2,1000,1000,34,60,37,7,3,5,0,3,6,9,4,1700,0,0,0,0,0,360,2060,2,968,18,1054,1000,0,0,0,0,0,0
24,0,0,6200,6200,15,48,190,0,3,3,0,3,1,9,3,710,0,0,0,0,0,0,710,13,1941,28,254,6007,0,1,2500,1340,0,0
21,0,0,2000,2000,32,60,74,3,4,3,0,3,1,7,2,450,0,0,0,0,0,30,480,1,250,15,155,2000,0,0,0,0,0,0
26,1,0,4300,4300,31,60,154,7,2,3,1,3,4,9,2,500,69,38,0,0,0,100,707,1,250,21,302,4300,0,0,0,0,0,0
41,0,1,1000,1000,31,60,35,7,3,3,0,3,6,6,3,1212,0,0,0,0,0,0,1212,1,363,2,813,1000,1,0,0,0,0,0
25,0,1,1500,1500,31,60,53,7,4,3,0,3,2,1,2,950,0,0,0,0,0,0,950,1,350,5,546,1500,1,0,0,0,0,0
27,0,0,1700,1700,34,60,64,6,4,3,0,3,4,1,2,850,0,0,0,0,0,0,850,2,355,7,530,1628,0,0,0,0,0,0
49,0,2,4500,4500,29,60,159,2,3,1,2,3,6,8,1,2103,0,0,0,0,0,0,2103,13,2019,41,253,4430,1,1,3000,316,0,0
31,0,0,700,700,30,60,24,7,2,2,2,3,3,6,1,1200,148,0,0,0,0,0,1348,4,647,3,817,449,0,1,4000,958,0,0
26,1,0,1200,1200,29,36,55,7,2,2,2,3,1,7,4,347,0,0,0,0,0,0,347,2,712,16,41,331,0,0,0,0,0,0
28,1,1,1000,1000,34,60,37,8,3,3,0,3,4,4,2,1100,0,0,0,0,0,0,1100,1,350,3,712,1000,1,0,0,0,0,0
35,0,0,900,900,34,60,33,6,3,2,1,3,6,15,1,970,0,0,0,0,0,0,970,7,896,38,310,445,0,0,0,0,0,0
23,0,0,1000,1000,29,60,35,2,3,2,0,3,3,6,1,570,0,0,0,0,0,0,570,6,405,33,129,829,0,0,0,0,0,0
34,0,0,2100,2100,31,60,75,2,3,1,2,3,5,1,1,650,0,0,0,0,0,0,650,1,250,11,324,2100,0,0,0,0,0,0
31,1,0,6600,6600,33,60,245,3,5,1,2,5,6,18,1,1000,0,75,0,0,0,0,1075,1,322,22,507,6600,0,0,0,0,0,0
50,1,2,3500,3500,31,60,125,5,5,1,0,3,6,16,1,2350,0,0,0,0,0,0,2350,4,1525,16,699,3500,0,0,0,0,0,0
45,1,0,1400,1400,15,60,37,8,5,4,1,3,5,1,6,735,0,19,0,0,0,0,754,8,593,21,338,190,0,3,5700,2294,0,0
36,0,0,1000,1000,34,36,47,3,4,2,2,5,3,6,1,1300,0,0,0,0,0,0,1300,3,723,12,529,610,0,5,4435,5149,0,0
48,0,2,6000,6000,31,60,215,2,3,1,1,3,6,9,1,1498,0,0,0,0,0,0,1498,3,813,22,662,5725,1,1,4175,609,0,0
38,1,0,800,800,35,36,39,3,4,2,3,5,3,18,1,500,0,115,0,284,0,0,899,3,644,24,215,305,0,0,0,0,0,0
41,0,0,1200,1200,34,36,57,5,5,3,0,4,6,13,1,1400,0,0,0,0,0,0,1400,2,595,4,747,396,0,0,0,0,0,0
49,1,2,1600,1600,34,60,60,7,3,1,0,3,6,1,8,1650,0,0,0,0,0,0,1650,2,900,3,689,1600,0,0,0,0,0,0
55,1,2,2000,2000,31,60,71,2,5,4,0,3,6,17,9,2121,0,0,0,0,0,0,2121,3,1107,3,1013,2000,1,1,2000,243,0,0
43,1,0,600,600,35,60,23,2,4,4,2,3,6,3,3,600,0,38,0,0,0,0,638,6,468,37,146,600,0,0,0,0,0,0
55,1,2,1000,1000,31,36,45,2,4,1,0,3,6,7,1,1900,0,0,0,0,0,0,1900,4,1330,42,524,475,0,0,0,0,0,0
29,0,1,900,900,31,60,32,7,1,3,0,3,2,1,2,1500,0,0,0,0,0,0,1500,1,450,2,1017,900,0,0,0,0,0,0
26,0,2,600,600,34,60,22,0,4,3,0,3,1,14,3,1250,0,0,0,0,0,0,1250,4,672,15,555,235,0,0,0,0,0,0
26,1,0,800,800,34,36,38,3,4,2,0,5,3,1,1,500,0,0,0,0,0,300,800,1,250,4,511,507,0,0,0,0,0,0
50,0,0,1000,1000,15,60,26,2,4,2,0,3,6,8,8,778,0,0,0,0,0,0,778,4,597,8,271,1000,0,1,2000,1256,0,0
40,1,1,3100,3100,26,36,133,3,4,3,0,4,2,3,2,838,0,0,0,0,0,0,838,1,350,15,354,1444,1,0,0,0,0,0
38,1,1,1300,1300,34,60,49,2,5,1,0,3,6,10,7,1303,0,0,0,0,0,0,1303,2,798,3,455,1300,1,0,0,0,0,0
46,1,1,600,600,31,60,21,4,3,3,0,3,5,17,2,1200,0,0,0,0,0,0,1200,1,360,1,818,600,1,0,0,0,0,0
36,0,1,5000,5000,26,60,164,2,4,3,0,3,2,7,8,730,900,0,0,0,0,0,1630,3,1081,10,536,5000,0,1,5000,1041,0,0
28,0,1,600,600,31,60,21,2,2,3,0,3,1,19,1,767,0,0,0,0,0,0,767,1,350,2,395,600,1,0,0,0,0,0
35,0,1,500,500,34,36,23,4,4,3,0,3,6,14,1,1280,0,0,0,0,0,0,1280,2,634,21,622,273,0,0,0,0,0,0
52,0,0,1000,1000,33,60,37,7,4,1,0,3,6,3,1,1100,0,0,0,0,0,50,1150,5,678,25,515,1000,0,1,2000,317,0,0
57,1,2,600,600,31,36,27,5,4,2,0,3,6,17,5,1563,0,0,0,0,0,0,1563,3,779,19,756,316,0,0,0,0,0,0
60,0,2,5000,5000,31,60,179,0,2,1,0,3,6,1,1,2000,0,0,0,0,0,0,2000,2,960,26,860,4456,0,0,0,0,0,0
68,0,0,1600,1600,34,60,60,7,5,1,1,3,2,1,1,1000,380,0,0,0,0,250,1630,2,558,7,1011,1600,0,0,0,0,0,0
32,0,2,600,600,34,36,28,7,3,1,2,3,1,6,1,2300,0,0,0,0,0,0,2300,2,838,7,1433,41,0,0,0,0,0,0
53,0,2,3000,3000,31,48,118,7,3,4,0,3,6,6,8,2500,0,0,0,0,0,0,2500,3,1440,4,941,2534,1,0,0,0,0,0
55,1,0,3000,3000,15,60,80,2,5,1,0,3,5,1,1,484,178,0,0,0,0,0,662,7,580,22,260,3000,0,0,0,0,0,0
23,0,0,3000,3000,15,60,80,7,2,3,0,3,4,19,1,1100,0,0,0,0,0,0,1100,8,869,25,490,2862,0,2,7500,2362,0,0
27,0,1,1500,1500,31,9,193,5,3,3,0,3,1,5,2,1060,0,0,0,0,0,0,1060,1,350,18,516,205,0,0,0,0,0,0
57,1,2,1200,1200,33,60,44,7,4,1,1,3,6,17,1,1700,0,0,0,0,0,0,1700,2,790,19,865,246,0,0,0,0,0,0
49,0,0,1000,1000,31,36,45,2,4,2,0,3,6,8,7,959,0,0,0,0,0,0,959,2,437,20,476,567,0,0,0,0,0,0
34,0,2,1200,1200,19,60,34,0,5,3,0,3,5,8,4,1854,0,0,0,0,0,0,1854,9,1178,35,641,1200,0,0,0,0,0,0
62,1,2,4000,4000,31,60,143,2,5,1,0,3,6,1,1,3200,0,0,0,0,0,0,3200,3,1590,24,1466,2485,0,0,0,0,0,0
52,1,2,1000,1000,31,60,35,7,2,1,1,3,6,17,3,1778,0,0,0,0,0,0,1778,1,533,2,1209,985,1,0,0,0,0,0
26,0,0,500,500,31,60,17,7,5,1,0,3,5,1,1,718,0,0,0,0,0,0,718,4,473,10,391,39,0,1,5000,829,0,0
38,1,1,600,600,35,36,29,8,5,4,0,3,2,1,3,640,0,0,0,0,0,0,640,1,350,4,260,144,0,0,0,0,0,0
25,0,0,600,600,32,48,24,0,4,1,2,3,1,1,3,950,0,0,0,0,0,0,950,2,357,10,568,600,0,0,0,0,0,0
37,1,1,500,500,34,60,18,7,2,1,2,2,1,9,2,640,0,0,0,0,0,300,940,2,460,13,461,500,1,0,0,0,0,0
46,0,0,1100,1100,35,60,42,3,5,2,0,5,3,11,1,800,0,0,120,0,0,250,1170,3,660,19,467,1100,0,0,0,0,0,0
21,0,2,1400,1400,31,36,64,5,3,2,0,3,1,10,7,1285,0,0,0,0,0,0,1285,1,500,5,720,999,1,0,0,0,0,0
54,1,0,10000,8965,32,60,365,0,5,1,0,3,4,1,1,1100,0,0,0,0,0,0,1100,5,660,44,276,3015,0,0,0,0,0,0
25,1,0,4000,4000,29,60,145,7,2,2,1,3,2,7,2,0,0,19,0,447,0,0,466,2,258,31,70,2344,0,0,0,0,0,0
39,0,2,2300,2300,32,36,108,2,5,1,1,3,6,9,1,1469,0,0,0,0,0,0,1469,2,1000,7,360,1324,1,0,0,0,0,0
33,0,2,900,900,19,60,25,0,5,3,0,3,1,9,4,1620,0,0,0,0,0,0,1620,4,1093,38,501,478,0,0,0,0,0,0
26,1,0,500,500,31,36,22,7,5,3,0,3,6,16,1,797,0,0,0,0,0,0,797,4,335,13,438,174,0,0,0,0,0,0
39,1,0,500,500,33,60,19,2,4,2,0,3,2,7,2,383,0,0,0,0,0,0,383,1,250,5,113,400,0,0,0,0,0,0
30,0,0,5800,5800,30,60,209,0,4,2,0,3,2,3,3,588,0,0,0,0,0,0,588,6,700,35,128,5714,0,0,0,0,0,0
45,0,0,1600,1600,31,60,57,7,2,3,0,3,6,1,9,1246,0,0,0,0,0,0,1246,6,1009,13,325,1600,0,1,4000,693,0,0
47,0,0,600,600,34,60,22,7,2,3,0,3,3,7,1,900,0,0,0,0,0,0,900,1,270,2,607,600,0,0,0,0,0,0
46,0,1,3000,3000,31,36,137,7,4,3,0,3,6,1,6,1243,0,0,0,0,0,0,1243,1,372,11,733,2787,1,0,0,0,0,0
28,1,2,2000,2000,31,60,71,0,5,3,0,3,3,11,1,1700,0,0,0,0,0,0,1700,6,1409,21,519,9,0,0,0,0,0,0
31,0,0,3000,3000,31,60,112,7,3,2,1,3,1,6,9,400,227,0,34,0,0,0,661,3,440,27,108,1553,0,0,0,0,0,0
29,0,0,800,800,36,24,49,2,2,2,0,3,3,19,1,650,0,0,0,0,0,150,800,2,342,17,408,352,0,0,0,0,0,0
60,1,0,500,500,32,48,20,7,2,2,1,3,2,1,1,330,312,0,0,0,0,0,642,6,525,35,162,204,0,1,500,336,0,0
41,1,2,2100,2100,34,60,79,7,3,1,0,3,1,19,4,2100,0,0,0,0,0,0,2100,2,880,15,1140,2100,1,0,0,0,0,0
24,0,0,600,600,34,60,23,0,3,3,0,3,2,8,2,455,0,0,0,0,0,0,455,4,434,12,146,568,0,2,2000,681,0,0
43,0,1,2000,2000,57,60,107,7,4,2,3,4,1,8,3,3000,0,0,0,0,0,540,3540,2,1162,5,2270,2000,0,0,0,0,0,0
56,1,2,2000,2000,31,60,71,2,2,2,0,3,6,6,1,1857,0,0,0,0,0,0,1857,2,677,10,1108,28,0,0,0,0,0,0
27,1,0,1300,1300,32,60,47,7,4,3,0,3,6,10,4,941,0,0,0,0,0,0,941,6,668,37,302,460,0,1,1000,1198,0,0
52,0,2,1100,1100,19,36,43,1,4,1,0,3,6,6,1,2452,0,0,0,0,0,0,2452,2,1185,1,1223,74,0,0,0,0,0,0
36,0,2,1300,1300,31,60,46,2,3,2,2,3,6,1,1,2176,0,0,0,0,0,0,2176,3,1436,38,693,1217,0,0,0,0,0,0
28,0,2,500,500,31,60,17,2,5,3,0,3,6,7,1,1575,0,0,0,0,0,0,1575,1,500,1,1057,354,0,0,0,0,0,0
28,0,0,1000,1000,31,36,45,2,2,2,1,3,5,6,4,1082,0,0,0,0,0,0,1082,1,324,4,712,499,0,0,0,0,0,0
38,1,0,1800,1800,30,48,73,1,2,2,5,3,1,6,1,0,0,326,0,0,0,0,326,1,250,22,2,1800,0,0,0,0,8385,2
31,0,2,5300,5300,31,60,190,7,5,2,2,3,3,6,4,3100,0,0,0,0,0,0,3100,6,1920,38,989,3959,0,0,0,0,0,0
67,0,2,1000,1000,31,60,35,2,4,1,0,6,5,1,7,0,2239,0,0,0,0,0,2239,4,1034,6,1247,1000,1,1,2000,247,0,0
28,0,0,500,500,31,36,22,3,2,2,1,3,1,3,1,636,0,0,0,0,0,0,636,1,250,3,363,281,0,0,0,0,0,0
37,0,2,4200,4200,31,60,150,7,3,2,0,3,6,9,7,2600,0,0,0,0,0,0,2600,3,1250,10,1199,3837,1,0,0,0,0,0
61,1,2,1000,1000,34,36,47,0,5,1,0,3,6,1,1,2700,0,0,0,0,0,0,2700,2,1160,1,1492,628,1,0,0,0,0,0
42,0,0,9000,9000,31,60,322,6,4,1,2,5,6,6,8,1054,0,0,0,0,0,0,1054,3,862,31,405,9000,0,1,2200,2361,0,0
51,1,0,900,900,35,60,34,7,5,1,2,2,6,1,7,600,0,38,0,0,0,0,638,3,388,9,327,771,0,0,0,0,0,0
36,0,1,1000,1000,57,60,53,2,4,2,0,3,6,14,1,1300,0,0,0,0,0,0,1300,2,690,27,556,1000,1,0,0,0,0,0
23,0,0,500,500,34,60,18,2,4,3,0,3,4,6,2,550,0,0,0,0,0,0,550,3,312,7,258,325,0,0,0,0,0,0
24,1,2,1200,1200,31,60,43,7,2,3,1,3,2,1,3,1200,0,152,334,0,0,0,1686,10,1182,39,510,1200,0,0,0,0,0,0
36,1,2,1900,1900,34,60,71,0,3,3,0,3,6,11,4,1950,0,0,0,0,0,0,1950,5,986,24,892,1111,0,0,0,0,0,0
27,0,2,1900,1900,31,48,75,7,3,3,0,3,6,1,3,2400,0,0,0,0,0,0,2400,2,750,4,1574,1271,0,0,0,0,0,0
47,0,0,2700,2700,29,60,95,7,4,2,3,3,3,3,1,732,0,0,0,0,0,0,732,5,715,47,136,2700,0,0,0,0,0,0
43,0,0,2000,2000,15,60,53,6,4,3,0,3,2,11,2,1811,0,0,0,0,0,0,1811,5,946,25,810,800,0,0,0,0,0,0
21,1,2,1400,1400,31,60,50,7,3,2,0,3,1,12,3,1389,0,0,0,0,0,0,1389,2,600,10,738,1400,0,0,0,0,0,0
29,0,0,900,900,34,60,33,7,4,2,0,5,5,6,3,1000,0,0,0,0,0,600,1600,2,830,24,736,712,0,0,0,0,0,0
35,1,0,1500,1500,32,36,70,7,2,1,0,3,6,1,1,500,0,0,0,0,0,0,500,1,250,14,179,470,0,0,0,0,0,0
53,1,2,500,500,31,60,17,7,4,5,0,3,6,10,4,2650,0,0,0,0,0,0,2650,5,1570,29,1062,500,0,0,0,0,0,0
40,0,1,800,800,32,60,29,7,5,3,0,3,6,17,2,658,0,0,0,0,0,0,658,7,943,14,211,584,0,1,1500,660,0,0
34,0,0,600,600,30,12,60,6,2,3,0,3,1,6,2,1500,0,0,0,0,0,0,1500,2,525,9,913,113,0,1,1000,308,0,0
